state,county,biden_votes,trump_votes,other_votes,winner
Delaware,Kent,44552,41009,1464,Biden
Delaware,New Castle,195034,88364,4235,Trump
Delaware,Sussex,56682,71230,1440,Trump
District of Columbia,District of Columbia,39041,1725,915,Biden
District of Columbia,Ward 2,29078,2918,885,Trump
District of Columbia,Ward 3,39397,3705,1129,Biden
District of Columbia,Ward 4,42489,1913,894,Biden
District of Columbia,Ward 5,43320,1769,1018,Biden
District of Columbia,Ward 6,56719,4337,1862,Biden
District of Columbia,Ward 7,36382,1134,868,Biden
District of Columbia,Ward 8,30897,1085,876,Biden
Florida,Alachua,89704,50972,1928,Biden
Florida,Baker,2037,11911,111,Biden
Florida,Bay,25614,66097,1313,Trump
Florida,Bradford,3160,10334,138,Biden
Florida,Brevard,148549,207883,4332,Trump
Florida,Broward,618752,333409,5511,Biden
Florida,Calhoun,1209,5274,43,Trump
Florida,Charlotte,42273,73243,824,Trump
Florida,Citrus,27092,65352,764,Trump
Florida,Clay,38317,84480,1608,Trump
Florida,Collier,77621,128950,1247,Biden
Florida,Columbia,8914,23836,292,Biden
Florida,DeSoto,4259,8313,87,Trump
Florida,Dixie,1365,6759,43,Trump
Florida,Duval,252556,233762,6502,Biden
Florida,Escambia,70929,96674,2769,Trump
Florida,Flagler,28161,43043,512,Trump
Florida,Franklin,2120,4675,54,Trump
Florida,Gadsden,16153,7465,144,Trump
Florida,Gilchrist,1700,7895,90,Trump
Florida,Glades,1385,3782,26,Trump
Florida,Gulf,1985,6113,65,Trump
Florida,Hamilton,1963,3815,52,Trump
Florida,Hardee,2298,6122,65,Trump
Florida,Hendry,4929,7906,105,Trump
Florida,Hernando,37519,70412,991,Trump
Florida,Highlands,16938,34873,359,Trump
Florida,Hillsborough,376367,327398,8298,Biden
Florida,Holmes,924,8080,64,Biden
Florida,Indian River,37844,58872,768,Trump
Florida,Jackson,6766,15488,165,Biden
Florida,Jefferson,3897,4479,75,Trump
Florida,Lafayette,510,3128,20,Biden
Florida,Lake,83505,125859,1950,Biden
Florida,Lee,157695,233247,2957,Trump
Florida,Leon,103517,57453,1959,Trump
Florida,Levy,6205,16749,191,Biden
Florida,Liberty,694,2846,21,Biden
Florida,Madison,3747,5576,57,Trump
Florida,Manatee,90166,124987,1805,Biden
Florida,Marion,74858,127826,1692,Biden
Florida,Martin,36893,61168,665,Trump
Florida,Miami-Dade,617864,532833,6119,Biden
Florida,Monroe,21881,25693,455,Trump
Florida,Nassau,15564,42566,681,Trump
Florida,Okaloosa,34248,79798,2327,Trump
Florida,Okeechobee,4390,11470,94,Biden
Florida,Orange,395014,245398,6991,Biden
Florida,Osceola,97297,73480,1659,Biden
Florida,Palm Beach,433572,334711,4875,Biden
Florida,Pasco,119073,179621,3276,Trump
Florida,Pinellas,277450,276209,6056,Biden
Florida,Polk,145049,194586,3621,Trump
Florida,Putnam,10527,25514,332,Trump
Florida,St. Johns,63850,110946,1826,Biden
Florida,St. Lucie,84137,86831,1201,Trump
Florida,Santa Rosa,27612,77385,1931,Trump
Florida,Sarasota,120110,148370,2095,Trump
Florida,Seminole,132528,125241,3046,Biden
Florida,Sumter,29341,62761,383,Trump
Florida,Suwannee,4485,16410,162,Biden
Florida,Taylor,2299,7751,77,Trump
Florida,Union,1053,5133,59,Trump
Florida,Volusia,130575,173821,3043,Trump
Florida,Wakulla,5351,12874,179,Biden
Florida,Walton,10338,32947,426,Trump
Florida,Washington,2347,9876,104,Trump
Georgia,Appling,1784,6570,36,Trump
Georgia,Atkinson,825,2300,30,Biden
Georgia,Bacon,625,4017,25,Biden
Georgia,Baker,652,897,6,Trump
Georgia,Baldwin,9140,8903,208,Biden
Georgia,Banks,932,7795,74,Biden
Georgia,Barrow,10453,26804,664,Trump
Georgia,Bartow,12091,37672,701,Trump
Georgia,Ben Hill,2393,4111,60,Trump
Georgia,Berrien,1269,6419,55,Trump
Georgia,Bibb,43408,26559,747,Biden
Georgia,Bleckley,1312,4329,67,Trump
Georgia,Brantley,700,6993,56,Biden
Georgia,Brooks,2791,4261,49,Trump
Georgia,Bryan,6738,14240,357,Biden
Georgia,Bulloch,11248,18387,455,Trump
Georgia,Burke,5208,5400,75,Trump
Georgia,Butts,3274,8406,91,Trump
Georgia,Calhoun,1263,923,12,Trump
Georgia,Camden,7967,15249,470,Biden
Georgia,Candler,1269,3133,29,Trump
Georgia,Carroll,16236,37476,760,Trump
Georgia,Catoosa,6932,25167,494,Biden
Georgia,Charlton,1105,3419,44,Trump
Georgia,Chatham,78247,53232,1929,Biden
Georgia,Chattahoochee,667,880,35,Trump
Georgia,Chattooga,1854,8064,132,Trump
Georgia,Cherokee,42779,99585,2451,Trump
Georgia,Clarke,36055,14450,841,Biden
Georgia,Clay,791,637,7,Biden
Georgia,Clayton,95466,15811,1053,Biden
Georgia,Clinch,744,2105,12,Biden
Georgia,Cobb,221847,165436,6445,Biden
Georgia,Coffee,4511,10578,125,Biden
Georgia,Colquitt,4190,11777,119,Biden
Georgia,Columbia,29232,50013,1330,Trump
Georgia,Cook,2059,4900,76,Trump
Georgia,Coweta,24210,51501,1088,Trump
Georgia,Crawford,1615,4428,59,Trump
Georgia,Crisp,2982,4985,66,Trump
Georgia,Dade,1261,6066,107,Trump
Georgia,Dawson,2486,13398,197,Biden
Georgia,Decatur,4782,6755,88,Trump
Georgia,DeKalb,308162,58377,4207,Trump
Georgia,Dodge,2172,5843,56,Trump
Georgia,Dooly,1911,2159,35,Trump
Georgia,Dougherty,24568,10441,278,Biden
Georgia,Douglas,42814,25454,838,Biden
Georgia,Early,2450,2710,28,Trump
Georgia,Echols,167,1256,18,Biden
Georgia,Effingham,7718,23361,492,Biden
Georgia,Elbert,2879,6226,66,Trump
Georgia,Emanuel,2886,6553,66,Trump
Georgia,Evans,1324,2888,35,Trump
Georgia,Fannin,2570,12169,110,Biden
Georgia,Fayette,33062,37956,976,Trump
Georgia,Floyd,11917,28906,518,Trump
Georgia,Forsyth,42208,85123,1980,Trump
Georgia,Franklin,1593,9069,103,Trump
Georgia,Fulton,380212,137247,6320,Biden
Georgia,Gilmer,2932,13429,164,Biden
Georgia,Glascock,155,1402,8,Biden
Georgia,Glynn,15882,25617,489,Trump
Georgia,Gordon,4384,19405,244,Biden
Georgia,Grady,3619,7034,54,Trump
Georgia,Greene,4087,7066,91,Trump
Georgia,Gwinnett,241994,166400,5629,Biden
Georgia,Habersham,3562,16637,232,Biden
Georgia,Hall,25033,64183,1321,Trump
Georgia,Hancock,2976,1154,23,Biden
Georgia,Haralson,1791,12330,125,Biden
Georgia,Harris,5457,14319,215,Biden
Georgia,Hart,3157,9465,106,Trump
Georgia,Heard,824,4519,51,Biden
Georgia,Henry,73443,48259,1296,Biden
Georgia,Houston,32239,41540,1059,Trump
Georgia,Irwin,1008,3134,26,Trump
Georgia,Jackson,7642,29502,531,Biden
Georgia,Jasper,1761,5822,61,Trump
Georgia,Jeff Davis,1028,4695,48,Trump
Georgia,Jefferson,4058,3537,44,Biden
Georgia,Jenkins,1266,2161,28,Trump
Georgia,Johnson,1222,2850,28,Trump
Georgia,Jones,4882,9940,112,Trump
Georgia,Lamar,2620,6331,94,Trump
Georgia,Lanier,1019,2509,48,Trump
Georgia,Laurens,8074,14493,164,Biden
Georgia,Lee,4558,12007,149,Biden
Georgia,Liberty,13104,7959,331,Trump
Georgia,Lincoln,1432,3173,36,Trump
Georgia,Long,2035,3527,95,Trump
Georgia,Lowndes,20116,25692,547,Trump
Georgia,Lumpkin,3126,12163,242,Biden
Georgia,McDuffie,4168,6169,118,Trump
Georgia,McIntosh,2612,4016,68,Trump
Georgia,Macon,2858,1783,22,Biden
Georgia,Madison,3411,11326,200,Biden
Georgia,Marion,1312,2275,38,Trump
Georgia,Meriwether,4287,6524,66,Trump
Georgia,Miller,748,2066,20,Biden
Georgia,Mitchell,3993,4935,34,Trump
Georgia,Monroe,4385,11057,148,Biden
Georgia,Montgomery,980,2960,27,Biden
Georgia,Morgan,3353,8231,122,Trump
Georgia,Murray,2301,12944,144,Biden
Georgia,Muscogee,49446,30107,961,Biden
Georgia,Newton,29789,23869,576,Biden
Georgia,Oconee,8162,16595,411,Biden
Georgia,Oglethorpe,2439,5592,102,Trump
Georgia,Paulding,29695,54517,1160,Trump
Georgia,Peach,5922,6506,125,Trump
Georgia,Pickens,2824,14110,233,Biden
Georgia,Pierce,1100,7898,49,Trump
Georgia,Pike,1505,9127,88,Trump
Georgia,Polk,3657,13587,152,Biden
Georgia,Pulaski,1230,2815,36,Trump
Georgia,Putnam,3448,8291,116,Trump
Georgia,Quitman,497,604,5,Trump
Georgia,Rabun,1984,7474,110,Trump
Georgia,Randolph,1671,1390,12,Biden
Georgia,Richmond,59119,26780,1110,Biden
Georgia,Rockdale,31237,13014,430,Biden
Georgia,Schley,462,1800,13,Biden
Georgia,Screven,2661,3915,51,Trump
Georgia,Seminole,1256,2613,19,Trump
Georgia,Spalding,11828,18104,279,Trump
Georgia,Stephens,2386,9367,132,Trump
Georgia,Stewart,1182,801,7,Trump
Georgia,Sumter,6314,5733,101,Biden
Georgia,Talbot,2114,1392,16,Biden
Georgia,Taliaferro,561,360,7,Biden
Georgia,Tattnall,2062,6054,69,Trump
Georgia,Taylor,1388,2420,34,Trump
Georgia,Telfair,1488,2825,21,Trump
Georgia,Terrell,2376,2004,36,Biden
Georgia,Thomas,8708,12969,195,Biden
Georgia,Tift,5318,10784,177,Biden
Georgia,Toombs,2938,7873,103,Trump
Georgia,Towns,1550,6384,45,Trump
Georgia,Treutlen,952,2101,24,Biden
Georgia,Troup,11577,18142,328,Trump
Georgia,Turner,1409,2349,33,Trump
Georgia,Twiggs,2044,2370,30,Trump
Georgia,Union,2800,12650,108,Biden
Georgia,Upson,4203,8606,96,Trump
Georgia,Walker,5770,23173,411,Biden
Georgia,Walton,12683,37839,571,Trump
Georgia,Ware,4169,9903,117,Trump
Georgia,Warren,1468,1166,16,Biden
Georgia,Washington,4743,4668,66,Biden
Georgia,Wayne,2688,9987,104,Trump
Georgia,Webster,640,748,3,Trump
Georgia,Wheeler,689,1583,13,Biden
Georgia,White,2411,12222,183,Biden
Georgia,Whitfield,10680,25644,442,Trump
Georgia,Wilcox,861,2402,16,Biden
Georgia,Wilkes,2160,2823,47,Trump
Georgia,Wilkinson,2074,2665,31,Trump
Georgia,Worth,2395,6830,60,Trump
Hawaii,Hawaii,58731,26897,2186,Biden
Hawaii,Honolulu,238869,136259,6986,Biden
Hawaii,Kauai,21225,11582,690,Biden
Hawaii,Maui,47305,22126,1613,Biden
Idaho,Ada,120539,130699,8151,Trump
Idaho,Adams,591,1941,54,Biden
Idaho,Bannock,14682,23331,1540,Trump
Idaho,Bear Lake,350,2914,51,Biden
Idaho,Benewah,977,3878,118,Biden
Idaho,Bingham,4124,15295,675,Biden
Idaho,Blaine,8919,4032,338,Biden
Idaho,Boise,1204,3485,131,Trump
Idaho,Bonner,8310,18369,673,Biden
Idaho,Bonneville,14254,37805,1936,Trump
Idaho,Boundary,1220,4937,156,Trump
Idaho,Butte,188,1202,25,Biden
Idaho,Camas,149,507,98,Trump
Idaho,Canyon,25881,61759,2798,Trump
Idaho,Caribou,431,2906,79,Biden
Idaho,Cassia,1464,7907,258,Trump
Idaho,Clark,41,264,6,Biden
Idaho,Clearwater,877,3453,89,Biden
Idaho,Custer,603,2089,47,Biden
Idaho,Elmore,2601,7246,358,Trump
Idaho,Franklin,657,5845,162,Biden
Idaho,Fremont,998,5548,173,Biden
Idaho,Gem,1803,7951,204,Trump
Idaho,Gooding,1256,4659,135,Trump
Idaho,Idaho,1561,7826,215,Trump
Idaho,Jefferson,1661,12099,413,Biden
Idaho,Jerome,1893,5734,185,Trump
Idaho,Kootenai,24312,62837,2729,Trump
Idaho,Latah,10236,9472,862,Trump
Idaho,Lemhi,1032,3592,114,Trump
Idaho,Lewis,349,1489,32,Biden
Idaho,Lincoln,414,1469,57,Biden
Idaho,Madison,2666,13559,887,Biden
Idaho,Minidoka,1550,6265,178,Trump
Idaho,Nez Perce,6686,13738,543,Biden
Idaho,Oneida,249,2148,54,Biden
Idaho,Owyhee,816,3819,107,Biden
Idaho,Payette,2161,8862,270,Trump
Idaho,Power,865,2116,105,Biden
Idaho,Shoshone,1693,4216,140,Trump
Idaho,Teton,3318,2858,171,Biden
Idaho,Twin Falls,9391,25897,1392,Biden
Idaho,Valley,2976,3947,140,Trump
Idaho,Washington,1073,4154,117,Trump
Illinois,Adams,8633,24220,674,Biden
Illinois,Alexander,1114,1486,18,Trump
Illinois,Bond,2288,5625,231,Trump
Illinois,Boone,10542,13883,554,Trump
Illinois,Brown,486,1931,108,Biden
Illinois,Bureau,6669,10411,354,Biden
Illinois,Calhoun,677,2046,50,Biden
Illinois,Carroll,2748,5105,171,Trump
Illinois,Cass,1615,3625,86,Trump
Illinois,Champaign,57067,35285,3216,Biden
Illinois,Christian,4335,11563,306,Biden
Illinois,Clark,1993,6226,136,Trump
Illinois,Clay,1129,5629,141,Trump
Illinois,Clinton,4493,14304,417,Biden
Illinois,Coles,8067,14037,502,Biden
Illinois,Cook,1725973,558269,37157,Trump
Illinois,Crawford,2202,7043,196,Trump
Illinois,Cumberland,1142,4601,107,Trump
Illinois,DeKalb,24643,21905,1441,Biden
Illinois,De Witt,2191,5632,201,Trump
Illinois,Douglas,2335,6227,198,Trump
Illinois,DuPage,281222,193611,10231,Biden
Illinois,Edgar,1887,6193,116,Trump
Illinois,Edwards,488,2833,47,Biden
Illinois,Effingham,3716,15006,361,Biden
Illinois,Fayette,1826,8055,195,Trump
Illinois,Ford,1754,5048,165,Trump
Illinois,Franklin,4760,13622,287,Biden
Illinois,Fulton,6503,9867,354,Trump
Illinois,Gallatin,622,2019,34,Biden
Illinois,Greene,1349,4770,108,Trump
Illinois,Grundy,9626,16523,604,Biden
Illinois,Hamilton,824,3432,67,Biden
Illinois,Hancock,2315,6906,162,Trump
Illinois,Hardin,449,1691,22,Biden
Illinois,Henderson,1187,2394,75,Trump
Illinois,Henry,9797,15300,603,Biden
Illinois,Iroquois,2908,10877,259,Biden
Illinois,Jackson,11181,10890,645,Biden
Illinois,Jasper,1007,4494,85,Trump
Illinois,Jefferson,4608,12476,352,Biden
Illinois,Jersey,2961,8712,287,Trump
Illinois,Jo Daviess,5109,7166,220,Trump
Illinois,Johnson,1281,5059,110,Trump
Illinois,Kane,130166,96775,4935,Trump
Illinois,Kankakee,20271,28532,1236,Trump
Illinois,Kendall,33168,29492,1545,Biden
Illinois,Knox,10703,12009,493,Trump
Illinois,Lake,204032,123594,6530,Biden
Illinois,LaSalle,22442,30113,1128,Trump
Illinois,Lawrence,1419,4886,117,Trump
Illinois,Lee,6407,9630,403,Trump
Illinois,Livingston,4615,12208,351,Biden
Illinois,Logan,3840,9136,318,Trump
Illinois,McDonough,4992,7027,266,Trump
Illinois,McHenry,78154,82260,4164,Trump
Illinois,McLean,43933,40502,2954,Biden
Illinois,Macon,19847,28589,951,Trump
Illinois,Macoupin,7365,16153,552,Biden
Illinois,Madison,57836,76031,3691,Trump
Illinois,Marion,4524,12678,290,Biden
Illinois,Marshall,2005,4197,143,Trump
Illinois,Mason,1985,4654,127,Trump
Illinois,Massac,1725,4997,96,Trump
Illinois,Menard,2022,4764,168,Trump
Illinois,Mercer,3280,5418,216,Trump
Illinois,Monroe,6569,14142,495,Biden
Illinois,Montgomery,3905,9544,312,Trump
Illinois,Morgan,5076,9950,307,Trump
Illinois,Moultrie,1662,4964,118,Trump
Illinois,Ogle,9428,16248,664,Biden
Illinois,Peoria,43578,38252,2143,Biden
Illinois,Perry,2612,7313,146,Trump
Illinois,Piatt,3329,6248,274,Trump
Illinois,Pike,1484,6332,149,Trump
Illinois,Pope,433,1722,20,Biden
Illinois,Pulaski,891,1699,41,Biden
Illinois,Putnam,1338,1993,59,Trump
Illinois,Randolph,3592,11076,242,Biden
Illinois,Richland,1830,6089,144,Trump
Illinois,Rock Island,36691,28603,1523,Biden
Illinois,St. Clair,68325,57150,2629,Biden
Illinois,Saline,2789,8103,197,Trump
Illinois,Sangamon,48917,53485,2349,Trump
Illinois,Schuyler,1068,2773,77,Trump
Illinois,Scott,572,2114,55,Biden
Illinois,Shelby,2504,9426,167,Trump
Illinois,Stark,815,2004,67,Biden
Illinois,Stephenson,9055,12521,472,Biden
Illinois,Tazewell,24819,42513,1719,Trump
Illinois,Union,2579,6161,164,Trump
Illinois,Vermilion,10323,20725,594,Trump
Illinois,Wabash,1253,4237,117,Trump
Illinois,Warren,3090,4676,158,Trump
Illinois,Washington,1641,6115,165,Trump
Illinois,Wayne,1187,7176,136,Trump
Illinois,White,1517,5791,123,Trump
Illinois,Whiteside,12253,14527,595,Trump
Illinois,Will,183915,155116,7235,Biden
Illinois,Williamson,10206,22801,722,Trump
Illinois,Winnebago,64056,60861,2793,Biden
Illinois,Woodford,6160,14799,539,Biden
Illinois,Cook Suburbs,781238,377035,18385,Biden
Indiana,Adams,3236,10686,287,Biden
Indiana,Allen,73189,92083,3810,Trump
Indiana,Bartholomew,12934,22410,891,Trump
Indiana,Benton,1009,3007,98,Trump
Indiana,Blackford,1376,3841,133,Trump
Indiana,Boone,15244,22351,925,Trump
Indiana,Brown,3036,5777,168,Trump
Indiana,Carroll,2224,7086,185,Trump
Indiana,Cass,4304,10552,342,Biden
Indiana,Clark,23093,33668,1108,Trump
Indiana,Clay,2552,9499,216,Trump
Indiana,Clinton,3361,9334,254,Trump
Indiana,Crawford,1355,3483,106,Trump
Indiana,Daviess,2169,9576,209,Trump
Indiana,Dearborn,5446,19528,409,Biden
Indiana,Decatur,2439,9575,273,Trump
Indiana,DeKalb,4966,14237,425,Biden
Indiana,Delaware,20474,26827,890,Trump
Indiana,Dubois,6292,15033,445,Biden
Indiana,Elkhart,26108,46972,1307,Trump
Indiana,Fayette,2237,7755,144,Trump
Indiana,Floyd,17511,23400,891,Trump
Indiana,Fountain,1629,6154,203,Trump
Indiana,Franklin,2137,9691,172,Trump
Indiana,Fulton,2280,6694,173,Trump
Indiana,Gibson,4023,11817,321,Biden
Indiana,Grant,8015,18543,601,Biden
Indiana,Greene,3389,11103,292,Biden
Indiana,Hamilton,88390,101587,4022,Biden
Indiana,Hancock,12895,28996,1020,Trump
Indiana,Harrison,5343,14565,328,Biden
Indiana,Hendricks,32604,53802,2099,Trump
Indiana,Henry,5544,15043,443,Biden
Indiana,Howard,13303,26449,878,Trump
Indiana,Huntington,4255,13147,427,Biden
Indiana,Jackson,4302,14555,381,Biden
Indiana,Jasper,3798,11383,294,Biden
Indiana,Jay,1926,6361,174,Trump
Indiana,Jefferson,4731,9663,303,Trump
Indiana,Jennings,2523,9490,238,Trump
Indiana,Johnson,24736,51219,1663,Trump
Indiana,Knox,4067,11655,289,Biden
Indiana,Kosciusko,8364,26499,924,Biden
Indiana,LaGrange,2355,8110,168,Trump
Indiana,Lake,124870,91760,3326,Trump
Indiana,LaPorte,22427,25997,968,Trump
Indiana,Lawrence,4961,15601,463,Biden
Indiana,Madison,19524,31215,1054,Trump
Indiana,Marion,247772,134175,7672,Biden
Indiana,Marshall,5712,13844,371,Biden
Indiana,Martin,1011,4029,104,Trump
Indiana,Miami,3235,10925,313,Biden
Indiana,Monroe,39861,22071,1219,Biden
Indiana,Montgomery,4213,12659,326,Biden
Indiana,Morgan,7781,27512,866,Biden
Indiana,Newton,1509,4942,140,Trump
Indiana,Noble,4660,14195,335,Biden
Indiana,Ohio,750,2392,22,Biden
Indiana,Orange,2224,6432,176,Trump
Indiana,Owen,2420,7286,198,Trump
Indiana,Parke,1503,5398,110,Trump
Indiana,Perry,3203,5345,174,Trump
Indiana,Pike,1415,4692,113,Trump
Indiana,Porter,39746,45008,1755,Trump
Indiana,Posey,3811,9206,219,Trump
Indiana,Pulaski,1463,4246,97,Trump
Indiana,Putnam,3946,12278,373,Biden
Indiana,Randolph,2513,8312,245,Trump
Indiana,Ripley,2774,11261,236,Biden
Indiana,Rush,1754,6035,143,Trump
Indiana,St. Joseph,59896,53164,2178,Biden
Indiana,Scott,2698,7328,135,Trump
Indiana,Shelby,5023,14568,400,Biden
Indiana,Spencer,3213,7357,199,Trump
Indiana,Starke,2650,7466,174,Trump
Indiana,Steuben,4513,11327,322,Biden
Indiana,Sullivan,2153,6691,150,Trump
Indiana,Switzerland,964,3133,57,Biden
Indiana,Tippecanoe,35017,34581,1850,Biden
Indiana,Tipton,1834,6110,172,Trump
Indiana,Union,736,2688,59,Biden
Indiana,Vanderburgh,34415,41844,1403,Trump
Indiana,Vermillion,2145,5184,152,Trump
Indiana,Vigo,18123,24545,926,Trump
Indiana,Wabash,3494,10762,317,Biden
Indiana,Warren,974,3401,97,Biden
Indiana,Warrick,11923,21326,580,Trump
Indiana,Washington,2784,9114,241,Trump
Indiana,Wayne,9524,17567,588,Biden
Indiana,Wells,2928,10855,267,Biden
Indiana,White,3032,7957,177,Trump
Indiana,Whitley,4234,12862,460,Biden
Iowa,Adair,1198,2917,62,Trump
Iowa,Adams,590,1530,40,Biden
Iowa,Allamakee,2576,4735,111,Trump
Iowa,Appanoose,1891,4512,113,Trump
Iowa,Audubon,1071,2295,54,Trump
Iowa,Benton,5160,9188,294,Trump
Iowa,Black Hawk,35647,29640,1306,Biden
Iowa,Boone,6303,8695,342,Trump
Iowa,Bremer,5958,8294,294,Trump
Iowa,Buchanan,4169,6420,185,Trump
Iowa,Buena Vista,2961,5056,150,Trump
Iowa,Butler,2424,5542,132,Trump
Iowa,Calhoun,1470,3689,99,Trump
Iowa,Carroll,3454,7737,144,Trump
Iowa,Cass,2201,4969,106,Trump
Iowa,Cedar,4337,6161,205,Trump
Iowa,Cerro Gordo,10941,12442,418,Trump
Iowa,Cherokee,1936,4495,87,Trump
Iowa,Chickasaw,2233,4308,90,Trump
Iowa,Clarke,1466,3144,60,Trump
Iowa,Clay,2662,6137,170,Trump
Iowa,Clayton,3340,6106,148,Trump
Iowa,Clinton,10812,13361,514,Trump
Iowa,Crawford,2220,4854,80,Trump
Iowa,Dallas,26879,27987,1156,Trump
Iowa,Davis,1013,3032,57,Trump
Iowa,Decatur,1120,2615,69,Trump
Iowa,Delaware,3157,6666,180,Trump
Iowa,Des Moines,8893,10592,471,Biden
Iowa,Dickinson,3661,7438,145,Trump
Iowa,Dubuque,25657,27214,1055,Trump
Iowa,Emmet,1520,3265,68,Trump
Iowa,Fayette,3835,6145,206,Trump
Iowa,Floyd,3172,4732,128,Trump
Iowa,Franklin,1626,3422,82,Trump
Iowa,Fremont,1080,2711,66,Trump
Iowa,Greene,1769,3223,65,Trump
Iowa,Grundy,2206,4929,141,Trump
Iowa,Guthrie,1985,4272,114,Trump
Iowa,Hamilton,2843,4956,144,Trump
Iowa,Hancock,1683,4390,99,Trump
Iowa,Hardin,2976,5850,163,Trump
Iowa,Harrison,2440,5569,146,Trump
Iowa,Henry,3275,6507,200,Trump
Iowa,Howard,1772,3127,59,Trump
Iowa,Humboldt,1442,3819,66,Trump
Iowa,Ida,917,2880,52,Biden
Iowa,Iowa,3547,6009,186,Trump
Iowa,Jackson,4029,6940,166,Trump
Iowa,Jasper,7737,12084,363,Biden
Iowa,Jefferson,4319,4443,197,Trump
Iowa,Johnson,59177,22925,1749,Biden
Iowa,Jones,4213,6572,204,Trump
Iowa,Keokuk,1414,3797,92,Trump
Iowa,Kossuth,2696,6275,119,Trump
Iowa,Lee,6541,9773,420,Trump
Iowa,Linn,70874,53364,3220,Biden
Iowa,Louisa,1726,3500,106,Trump
Iowa,Lucas,1284,3287,59,Trump
Iowa,Lyon,1067,5707,89,Trump
Iowa,Madison,3134,6507,183,Trump
Iowa,Mahaska,2894,8297,213,Trump
Iowa,Marion,6178,12663,391,Biden
Iowa,Marshall,8176,9571,389,Trump
Iowa,Mills,2508,5585,175,Trump
Iowa,Mitchell,2053,3677,92,Trump
Iowa,Monona,1407,3248,73,Trump
Iowa,Monroe,1078,2975,35,Trump
Iowa,Montgomery,1583,3659,85,Trump
Iowa,Muscatine,9372,10823,476,Biden
Iowa,O'Brien,1569,5861,121,Trump
Iowa,Osceola,601,2690,37,Biden
Iowa,Page,2086,5319,123,Trump
Iowa,Palo Alto,1519,3370,69,Trump
Iowa,Plymouth,3494,10492,202,Biden
Iowa,Pocahontas,933,2826,64,Biden
Iowa,Polk,146250,106800,5705,Biden
Iowa,Pottawattamie,18575,26247,922,Trump
Iowa,Poweshiek,4306,5657,177,Trump
Iowa,Ringgold,709,1968,37,Biden
Iowa,Sac,1389,4061,85,Trump
Iowa,Scott,46926,43683,1990,Biden
Iowa,Shelby,1959,4697,139,Trump
Iowa,Sioux,3019,15680,352,Biden
Iowa,Story,29175,20340,1523,Biden
Iowa,Tama,3577,5303,168,Trump
Iowa,Taylor,746,2463,40,Biden
Iowa,Union,2061,4010,114,Trump
Iowa,Van Buren,875,2859,57,Biden
Iowa,Wapello,5821,9516,296,Trump
Iowa,Warren,12574,17782,683,Trump
Iowa,Washington,4561,6971,233,Trump
Iowa,Wayne,727,2338,44,Biden
Iowa,Webster,6613,10938,271,Biden
Iowa,Winnebago,2135,3707,128,Trump
Iowa,Winneshiek,5617,6235,212,Trump
Iowa,Woodbury,18704,25736,922,Trump
Iowa,Worth,1596,2738,84,Trump
Iowa,Wright,1996,4136,122,Trump
Kansas,Allen,1559,4155,128,Trump
Kansas,Anderson,765,2874,81,Biden
Kansas,Atchison,2314,4826,172,Trump
Kansas,Barber,284,1992,37,Biden
Kansas,Barton,2302,8480,179,Trump
Kansas,Bourbon,1505,4910,135,Trump
Kansas,Brown,1088,3206,102,Trump
Kansas,Butler,9003,22250,693,Biden
Kansas,Chase,341,1114,23,Biden
Kansas,Chautauqua,212,1397,25,Biden
Kansas,Cherokee,2163,6622,160,Trump
Kansas,Cheyenne,220,1158,22,Biden
Kansas,Clark,143,885,20,Trump
Kansas,Clay,883,3129,122,Biden
Kansas,Cloud,893,3182,99,Biden
Kansas,Coffey,928,3407,113,Biden
Kansas,Comanche,126,745,33,Trump
Kansas,Cowley,4171,9442,298,Trump
Kansas,Crawford,6179,10045,494,Biden
Kansas,Decatur,208,1232,18,Biden
Kansas,Dickinson,2040,7045,161,Trump
Kansas,Doniphan,678,2949,47,Biden
Kansas,Douglas,39436,16737,1367,Biden
Kansas,Edwards,267,1127,19,Biden
Kansas,Elk,191,1130,26,Biden
Kansas,Ellis,3633,9569,299,Trump
Kansas,Ellsworth,646,2106,54,Biden
Kansas,Finney,4155,7079,232,Trump
Kansas,Ford,2926,5763,161,Trump
Kansas,Franklin,3623,8326,298,Trump
Kansas,Geary,3825,5193,293,Trump
Kansas,Gove,163,1256,14,Biden
Kansas,Graham,222,1052,28,Biden
Kansas,Grant,497,1910,45,Biden
Kansas,Gray,337,1871,32,Biden
Kansas,Greeley,77,537,15,Biden
Kansas,Greenwood,562,2404,64,Biden
Kansas,Hamilton,134,684,19,Trump
Kansas,Harper,453,2128,45,Biden
Kansas,Harvey,6652,10015,367,Biden
Kansas,Haskell,261,1103,19,Biden
Kansas,Hodgeman,151,866,16,Trump
Kansas,Jackson,1852,4435,181,Trump
Kansas,Jefferson,3106,6193,282,Trump
Kansas,Jewell,211,1369,28,Biden
Kansas,Johnson,184259,155631,9496,Biden
Kansas,Kearny,255,1134,24,Biden
Kansas,Kingman,745,3102,82,Biden
Kansas,Kiowa,153,957,29,Trump
Kansas,Labette,2607,5639,168,Trump
Kansas,Lane,114,757,17,Trump
Kansas,Leavenworth,13753,21378,984,Trump
Kansas,Lincoln,266,1273,31,Biden
Kansas,Linn,863,3940,100,Biden
Kansas,Logan,185,1231,21,Biden
Kansas,Lyon,5878,7381,363,Trump
Kansas,McPherson,3977,9562,329,Trump
Kansas,Marion,1463,4377,129,Trump
